Sample:float,Data:float,Data2:float
"0.0","2.0","0.005859375"
"1.0","1.9796319007873535","0.005859375"
"2.0","1.861655831336975","1.99072265625"
"3.0","1.7589632272720337","1.976806640625"
"4.0","1.676713228225708","1.864013671875"
"5.0","1.6183812618255615","1.763671875"
"6.0","1.5856459140777588","1.682373046875"
"7.0","1.5783921480178833","1.62451171875"
"8.0","1.5948281288146973","1.5908203125"
"9.0","1.6316982507705688","1.5849609375"
"10.0","1.684572458267212","1.60107421875"
"11.0","1.7481951713562012","1.636962890625"
"12.0","1.81686270236969","1.68896484375"
"13.0","1.884806752204895","1.75048828125"
"14.0","1.946560025215149","1.81787109375"
"15.0","1.9972814321517944","1.88525390625"
"16.0","2.0330240726470947","1.9453125"
"17.0","2.050933599472046","1.994384765625"
"18.0","2.049363613128662","2.02880859375"
"19.0","2.0279147624969482","2.047119140625"
"20.0","1.9873912334442139","2.04638671875"
"21.0","1.9296865463256836","2.0244140625"
"22.0","1.8576087951660156","1.9833984375"
"23.0","1.7746608257293701","1.92919921875"
"24.0","1.684788465499878","1.857421875"
"25.0","1.5921181440353394","1.77685546875"
"26.0","1.5006985664367676","1.68896484375"
"27.0","1.4142613410949707","1.595947265625"
"28.0","1.33601713180542","1.505126953125"
"29.0","1.2684940099716187","1.417236328125"
"30.0","1.2134298086166382","1.341796875"
"31.0","1.1717181205749512","1.27294921875"
"32.0","1.1434086561203003","1.218017578125"
"33.0","1.1277636289596558","1.1748046875"
"34.0","1.1233540773391724","1.149169921875"
"35.0","1.1281962394714355","1.133056640625"
"36.0","1.1399145126342773","1.1279296875"
"37.0","1.1559159755706787","1.13232421875"
"38.0","1.1735705137252808","1.14404296875"
"39.0","1.1903808116912842","1.159423828125"
"40.0","1.2041337490081787","1.177734375"
"41.0","1.213025689125061","1.193115234375"
"42.0","1.2157539129257202","1.20556640625"
"43.0","1.2115727663040161","1.21435546875"
"44.0","1.200309157371521","1.218017578125"
"45.0","1.1823437213897705","1.213623046875"
"46.0","1.1585566997528076","1.20263671875"
"47.0","1.1302475929260254","1.185791015625"
"48.0","1.0990309715270996","1.162353515625"
"49.0","1.06671941280365","1.134521484375"
"50.0","1.0352023839950562","1.103759765625"
"51.0","1.0063239336013794","1.071533203125"
"52.0","0.9817721247673035","1.040771484375"
"53.0","0.9629836678504944","1.011474609375"
"54.0","0.9510691165924072","0.9873046875"
"55.0","0.9467623829841614","0.96826171875"
"56.0","0.9503961801528931","0.957275390625"
"57.0","0.961902916431427","0.9521484375"
"58.0","0.9808396697044373","0.955810546875"
"59.0","1.0064356327056885","0.96826171875"
"60.0","1.0376553535461426","0.9873046875"
"61.0","1.0732752084732056","1.0107421875"
"62.0","1.1119650602340698","1.042236328125"
"63.0","1.1523739099502563","1.077392578125"
"64.0","1.1932084560394287","1.116943359375"
"65.0","1.2333048582077026","1.15576171875"
"66.0","1.2716883420944214","1.1982421875"
"67.0","1.3076155185699463","1.236328125"
"68.0","1.3406015634536743","1.27587890625"
"69.0","1.3704276084899902","1.31103515625"
"70.0","1.3971333503723145","1.3447265625"
"71.0","1.4209914207458496","1.374755859375"
"72.0","1.4424705505371094","1.40185546875"
"73.0","1.4621877670288086","1.424560546875"
"74.0","1.4808541536331177","1.447265625"
"75.0","1.4992189407348633","1.4677734375"
"76.0","1.5180126428604126","1.486083984375"
"77.0","1.5378962755203247","1.503662109375"
"78.0","1.559416651725769","1.5234375"
"79.0","1.582972764968872","1.5439453125"
"80.0","1.6087923049926758","1.56591796875"
"81.0","1.6369208097457886","1.588623046875"
"82.0","1.6672223806381226","1.613525390625"
"83.0","1.6993918418884277","1.641357421875"
"84.0","1.7329776287078857","1.6728515625"
"85.0","1.7674105167388916","1.70361328125"
"86.0","1.8020408153533936","1.736572265625"
"87.0","1.8361765146255493","1.771728515625"
"88.0","1.869123101234436","1.805419921875"
"89.0","1.9002206325531006","1.83837890625"
"90.0","1.9288787841796875","1.871337890625"
"91.0","1.9546031951904297","1.903564453125"
"92.0","1.9770158529281616","1.931396484375"
"93.0","1.9958680868148804","1.957763671875"
"94.0","2.0110440254211426","1.978271484375"
"95.0","2.022557258605957","1.99951171875"
"96.0","2.0305395126342773","2.01416015625"
"97.0","2.0352210998535156","2.02587890625"
"98.0","2.036911964416504","2.03466796875"
"99.0","2.03597354888916","2.039794921875"
"100.0","2.0327939987182617","2.04052734375"
"101.0","2.0277609825134277","2.04052734375"
"102.0","2.021237373352051","2.036865234375"
"103.0","2.0135412216186523","2.03173828125"
"104.0","2.0049285888671875","2.025146484375"
"105.0","1.9955830574035645","2.0185546875"
"106.0","1.9856109619140625","2.00830078125"
"107.0","1.9750398397445679","1.998779296875"
"108.0","1.9638241529464722","1.988525390625"
"109.0","1.951857089996338","1.976806640625"
"110.0","1.9389814138412476","1.966552734375"
"111.0","1.9250084161758423","1.95263671875"
"112.0","1.9097336530685425","1.9423828125"
"113.0","1.8929555416107178","1.924072265625"
"114.0","1.8744934797286987","1.910888671875"
"115.0","1.8542020320892334","1.89404296875"
"116.0","1.8319828510284424","1.87646484375"
"117.0","1.807794451713562","1.85595703125"
"118.0","1.7816579341888428","1.834716796875"
"119.0","1.7536569833755493","1.810546875"
"120.0","1.7239365577697754","1.784912109375"
"121.0","1.69269597530365","1.757080078125"
"122.0","1.6601817607879639","1.726318359375"
"123.0","1.6266752481460571","1.6962890625"
"124.0","1.5924807786941528","1.664794921875"
"125.0","1.5579125881195068","1.629638671875"
"126.0","1.5232822895050049","1.597412109375"
"127.0","1.4888867139816284","1.560791015625"
"128.0","1.4549977779388428","1.529296875"
"129.0","1.421855092048645","1.491943359375"
"130.0","1.38965904712677","1.458984375"
"131.0","1.358568787574768","1.42529296875"
"132.0","1.3287018537521362","1.39306640625"
"133.0","1.300135612487793","1.361572265625"
"134.0","1.2729119062423706","1.330810546875"
"135.0","1.2470431327819824","1.3037109375"
"136.0","1.2225189208984375","1.27587890625"
"137.0","1.199314832687378","1.248779296875"
"138.0","1.1774005889892578","1.22607421875"
"139.0","1.1567473411560059","1.20263671875"
"140.0","1.1373343467712402","1.1806640625"
"141.0","1.1191550493240356","1.15869140625"
"142.0","1.1022210121154785","1.140380859375"
"143.0","1.0865639448165894","1.12060546875"
"144.0","1.0722367763519287","1.10595703125"
"145.0","1.0593122243881226","1.09130859375"
"146.0","1.0478793382644653","1.07666015625"
"147.0","1.0380406379699707","1.0634765625"
"148.0","1.0299067497253418","1.0517578125"
"149.0","1.023590326309204","1.043701171875"
"150.0","1.0191998481750488","1.036376953125"
"151.0","1.0168346166610718","1.02978515625"
"152.0","1.0165787935256958","1.024658203125"
"153.0","1.0184967517852783","1.0224609375"
"154.0","1.0226304531097412","1.02099609375"
"155.0","1.028996229171753","1.023193359375"
"156.0","1.037583827972412","1.027587890625"
"157.0","1.0483567714691162","1.0341796875"
"158.0","1.061253547668457","1.04150390625"
"159.0","1.0761902332305908","1.052490234375"
"160.0","1.0930635929107666","1.06494140625"
"161.0","1.1117547750473022","1.0810546875"
"162.0","1.1321332454681396","1.09716796875"
"163.0","1.1540617942810059","1.115478515625"
"164.0","1.1773996353149414","1.135986328125"
"165.0","1.2020074129104614","1.157958984375"
"166.0","1.2277487516403198","1.18212890625"
"167.0","1.2544941902160645","1.20703125"
"168.0","1.2821218967437744","1.23193359375"
"169.0","1.3105182647705078","1.259765625"
"170.0","1.3395792245864868","1.286865234375"
"171.0","1.369207739830017","1.3154296875"
"172.0","1.3993136882781982","1.3447265625"
"173.0","1.429811954498291","1.3740234375"
"174.0","1.460619330406189","1.40478515625"
"175.0","1.4916530847549438","1.435546875"
"176.0","1.5228298902511597","1.46630859375"
"177.0","1.5540608167648315","1.497802734375"
"178.0","1.5852524042129517","1.528564453125"
"179.0","1.6163051128387451","1.559326171875"
"180.0","1.6471116542816162","1.590087890625"
"181.0","1.6775572299957275","1.62158203125"
"182.0","1.707520604133606","1.651611328125"
"183.0","1.7368746995925903","1.681640625"
"184.0","1.7654882669448853","1.71240234375"
"185.0","1.7932275533676147","1.7431640625"
"186.0","1.8199588060379028","1.768798828125"
"187.0","1.8455499410629272","1.796630859375"
"188.0","1.869873285293579","1.822265625"
"189.0","1.8928076028823853","1.847900390625"
"190.0","1.9142402410507202","1.87353515625"
"191.0","1.934067964553833","1.896240234375"
"192.0","1.9521995782852173","1.91748046875"
"193.0","1.9685559272766113","1.937255859375"
"194.0","1.9830708503723145","1.95556640625"
"195.0","1.9956905841827393","1.972412109375"
"196.0","2.006373405456543","1.987060546875"
"197.0","2.015089988708496","1.99951171875"
"198.0","2.0218214988708496","2.010498046875"
"199.0","2.0265586376190186","2.02001953125"
"200.0","2.029301166534424","2.026611328125"
"201.0","2.0300557613372803","2.031005859375"
"202.0","2.028836250305176","2.033203125"
"203.0","2.0256617069244385","2.033935546875"
"204.0","2.020554542541504","2.033203125"
"205.0","2.013542652130127","2.02880859375"
"206.0","2.0046567916870117","2.0244140625"
"207.0","1.9939311742782593","2.017822265625"
"208.0","1.9814045429229736","2.0068359375"
"209.0","1.9671179056167603","1.99658203125"
"210.0","1.9511194229125977","1.982666015625"
"211.0","1.9334604740142822","1.96875"
"212.0","1.914198398590088","1.95263671875"
"213.0","1.893396258354187","1.934326171875"
"214.0","1.8711246252059937","1.91455078125"
"215.0","1.8474608659744263","1.8955078125"
"216.0","1.8224902153015137","1.8720703125"
"217.0","1.7963049411773682","1.85009765625"
"218.0","1.7690045833587646","1.824462890625"
"219.0","1.7406961917877197","1.799560546875"
"220.0","1.711492896080017","1.771728515625"
"221.0","1.6815139055252075","1.743896484375"
"222.0","1.650883674621582","1.714599609375"
"223.0","1.6197301149368286","1.68603515625"
"224.0","1.5881844758987427","1.656005859375"
"225.0","1.5563796758651733","1.62451171875"
"226.0","1.5244498252868652","1.59228515625"
"227.0","1.4925282001495361","1.560791015625"
"228.0","1.4607475996017456","1.530029296875"
"229.0","1.429238200187683","1.49560546875"
"230.0","1.3981279134750366","1.46484375"
"231.0","1.3675404787063599","1.4326171875"
"232.0","1.3375966548919678","1.40185546875"
"233.0","1.308413028717041","1.370361328125"
"234.0","1.2801012992858887","1.34033203125"
"235.0","1.2527683973312378","1.31396484375"
"236.0","1.2265170812606812","1.28173828125"
"237.0","1.2014453411102295","1.25537109375"
"238.0","1.1776460409164429","1.22900390625"
"239.0","1.1552073955535889","1.2041015625"
"240.0","1.1342132091522217","1.1806640625"
"241.0","1.114742636680603","1.157958984375"
"242.0","1.0968695878982544","1.137451171875"
"243.0","1.0806626081466675","1.116943359375"
"244.0","1.0661852359771729","1.100830078125"
"245.0","1.0534955263137817","1.08544921875"
"246.0","1.0426450967788696","1.0693359375"
"247.0","1.0336798429489136","1.05908203125"
"248.0","1.0266385078430176","1.048095703125"
"249.0","1.021552562713623","1.039306640625"
"250.0","1.018446445465088","1.031982421875"
"251.0","1.017336130142212","1.027587890625"
"252.0","1.0182294845581055","1.02392578125"
"253.0","1.0211261510849","1.023193359375"
"254.0","1.0260168313980103","1.023193359375"
"255.0","1.032883882522583","1.026123046875"
"256.0","1.041701316833496","1.03125"
"257.0","1.0524338483810425","1.03857421875"
"258.0","1.0650384426116943","1.04736328125"
"259.0","1.079463243484497","1.056884765625"
"260.0","1.0956494808197021","1.068603515625"
"261.0","1.1135311126708984","1.083984375"
"262.0","1.1330347061157227","1.099365234375"
"263.0","1.1540802717208862","1.116943359375"
"264.0","1.1765824556350708","1.13671875"
"265.0","1.20045006275177","1.157958984375"
"266.0","1.225587010383606","1.1806640625"
"267.0","1.2518928050994873","1.20556640625"
"268.0","1.2792627811431885","1.229736328125"
"269.0","1.3075891733169556","1.256103515625"
"270.0","1.3367602825164795","1.283935546875"
"271.0","1.3666613101959229","1.3125"
"272.0","1.3971761465072632","1.341796875"
"273.0","1.4281855821609497","1.371826171875"
"274.0","1.4595692157745361","1.402587890625"
"275.0","1.4912049770355225","1.4326171875"
"276.0","1.5229699611663818","1.46484375"
"277.0","1.554740309715271","1.496337890625"
"278.0","1.5863922834396362","1.528564453125"
"279.0","1.6178022623062134","1.560791015625"
"280.0","1.6488467454910278","1.591552734375"
"281.0","1.6794036626815796","1.622314453125"
"282.0","1.7093522548675537","1.65380859375"
"283.0","1.7385741472244263","1.683837890625"
"284.0","1.7669532299041748","1.7138671875"
"285.0","1.794377088546753","1.742431640625"
"286.0","1.8207356929779053","1.770263671875"
"287.0","1.845923900604248","1.796630859375"
"288.0","1.8698410987854004","1.822265625"
"289.0","1.8923925161361694","1.8486328125"
"290.0","1.913486123085022","1.872802734375"
"291.0","1.9330389499664307","1.894775390625"
"292.0","1.9509726762771606","1.916748046875"
"293.0","1.9672162532806396","1.935791015625"
"294.0","1.9817051887512207","1.954833984375"
"295.0","1.994382619857788","1.972412109375"
"296.0","2.005199432373047","1.985595703125"
"297.0","2.014112949371338","1.998779296875"
"298.0","2.0210890769958496","2.009765625"
"299.0","2.0261008739471436","2.019287109375"
"300.0","2.02912974357605","2.02587890625"
"301.0","2.0301647186279297","2.031005859375"
"302.0","2.0292019844055176","2.033935546875"
"303.0","2.026247262954712","2.03466796875"
"304.0","2.0213117599487305","2.033935546875"
"305.0","2.014416217803955","2.029541015625"
"306.0","2.005587577819824","2.025146484375"
"307.0","1.9948604106903076","2.017822265625"
"308.0","1.9822767972946167","2.007568359375"
"309.0","1.9678863286972046","1.99658203125"
"310.0","1.9517449140548706","1.984130859375"
"311.0","1.9339157342910767","1.97021484375"
"312.0","1.9144686460494995","1.9541015625"
"313.0","1.893479585647583","1.93505859375"
"314.0","1.8710310459136963","1.915283203125"
"315.0","1.8472111225128174","1.8955078125"
"316.0","1.8221133947372437","1.87353515625"
"317.0","1.795836091041565","1.849365234375"
"318.0","1.7684834003448486","1.824462890625"
"319.0","1.7401630878448486","1.798095703125"
"320.0","1.7109867334365845","1.77099609375"
"321.0","1.6810699701309204","1.7431640625"
"322.0","1.6505311727523804","1.714599609375"
"323.0","1.6194907426834106","1.685302734375"
"324.0","1.5880717039108276","1.6552734375"
"325.0","1.556398630142212","1.62451171875"
"326.0","1.524596929550171","1.593017578125"
"327.0","1.4927921295166016","1.560791015625"
"328.0","1.4611108303070068","1.529296875"
"329.0","1.429677963256836","1.4970703125"
"330.0","1.3986175060272217","1.464111328125"
"331.0","1.3680522441864014","1.4326171875"
"332.0","1.3381030559539795","1.402587890625"
"333.0","1.3088879585266113","1.37109375"
"334.0","1.2805219888687134","1.339599609375"
"335.0","1.2531169652938843","1.311767578125"
"336.0","1.2267807722091675","1.282470703125"
"337.0","1.2016167640686035","1.254638671875"
"338.0","1.1777241230010986","1.22900390625"
"339.0","1.1551965475082397","1.2041015625"
"340.0","1.1341228485107422","1.1806640625"
"341.0","1.1145859956741333","1.157958984375"
"342.0","1.0966627597808838","1.137451171875"
"343.0","1.0804239511489868","1.116943359375"
"344.0","1.0659338235855103","1.100830078125"
"345.0","1.053249716758728","1.08544921875"
"346.0","1.0424214601516724","1.070068359375"
"347.0","1.0334919691085815","1.05908203125"
"348.0","1.0264968872070312","1.046630859375"
"349.0","1.0214641094207764","1.039306640625"
"350.0","1.0184134244918823","1.031982421875"
"351.0","1.017357349395752","1.02685546875"
"352.0","1.0183000564575195","1.023193359375"
"353.0","1.021238088607788","1.0224609375"
"354.0","1.0261598825454712","1.02392578125"
"355.0","1.0330462455749512","1.02685546875"
"356.0","1.0418696403503418","1.031982421875"
"357.0","1.052595615386963","1.03857421875"
"358.0","1.0651812553405762","1.0458984375"
"359.0","1.0795772075653076","1.056884765625"
"360.0","1.0957261323928833","1.0693359375"
"361.0","1.1135644912719727","1.084716796875"
"362.0","1.1330217123031616","1.100830078125"
"363.0","1.1540207862854004","1.118408203125"
"364.0","1.1764789819717407","1.13671875"
"365.0","1.2003074884414673","1.157958984375"
"366.0","1.225412130355835","1.1806640625"
"367.0","1.251693606376648","1.2041015625"
"368.0","1.2790484428405762","1.229736328125"
"369.0","1.3073683977127075","1.25537109375"
"370.0","1.336542010307312","1.28466796875"
"371.0","1.3664541244506836","1.311767578125"
"372.0","1.3969862461090088","1.341064453125"
"373.0","1.42801833152771","1.37109375"
"374.0","1.4594284296035767","1.40185546875"
"375.0","1.4910924434661865","1.433349609375"
"376.0","1.5228854417800903","1.46484375"
"377.0","1.5546822547912598","1.4970703125"
"378.0","1.5863574743270874","1.528564453125"
"379.0","1.6177858114242554","1.56005859375"
"380.0","1.648843765258789","1.591552734375"
"381.0","1.6794084310531616","1.623046875"
"382.0","1.7093589305877686","1.65380859375"
"383.0","1.7385772466659546","1.6845703125"
"384.0","1.7669483423233032","1.713134765625"
"385.0","1.7943593263626099","1.742431640625"
"386.0","1.8207026720046997","1.770263671875"
"387.0","1.845874547958374","1.79736328125"
"388.0","1.8697750568389893","1.822998046875"
"389.0","1.8923102617263794","1.847900390625"
"390.0","1.913390874862671","1.872802734375"
"391.0","1.9329341650009155","1.896240234375"
"392.0","1.9508625268936157","1.916015625"
"393.0","1.9671050310134888","1.9365234375"
"394.0","1.9815977811813354","1.9541015625"
"395.0","1.9942834377288818","1.97021484375"
"396.0","2.0051121711730957","1.985595703125"
"397.0","2.014040946960449","1.998046875"
"398.0","2.0210351943969727","2.009033203125"
"399.0","2.026066780090332","2.019287109375"
